gene,strand,chr,gStart,gEnd
HNRNPA3P5,-,chr13,66362064,66362896
HNRNPA3P6,+,chr3,75263782,75264787
HNRNPA3P7,-,chr5,153717031,153718012
HNRNPA3P8,+,chr3,80265411,80266384
HNRNPA3P9,-,chr11,32613339,32614317
HNRNPAB,+,chr5,177631508,177638164
HNRNPABP1,+,chr12,10264337,10265070
HNRNPC,-,chr14,21677295,21737653
HNRNPCL1,-,chr1,12907261,12908578
HNRNPCP1,+,chr14,58987941,58988706
HNRNPCP10,+,chrX,143922298,143923181
HNRNPCP2,+,chr2,190788062,190788942
HNRNPCP3,+,chr15,79528674,79529548
HNRNPCP4,+,chr16,11336510,11337409
HNRNPCP5,-,chr1,13182960,13184326
HNRNPCP6,-,chr11,84731829,84732699
HNRNPCP7,+,chr7,63961203,63962107
HNRNPCP8,+,chr11,86735625,86736819
HNRNPCP9,-,chr1,68125838,68126696
HNRNPD,-,chr4,83273651,83295656
HNRNPDL,-,chr4,83343717,83351294
HNRNPDLP1,+,chrX,94893374,94893923
HNRNPDLP2,+,chr2,159276467,159281815
HNRNPDLP3,+,chrX,94865577,94865956
HNRNPDLP4,-,chr19,58560414,58560714
HNRNPDP1,+,chrX,63264185,63264938
HNRNPDP2,-,chr6,65341098,65341575
HNRNPF,-,chr10,43881065,43904614
HNRNPFP1,+,chr1,42506268,42507400
HNRNPH1,-,chr5,179041179,179061785
HNRNPH1P1,-,chr6,160133833,160135017
HNRNPH1P2,-,chrX,142760232,142761441
HNRNPH1P3,-,chr5,55134629,55135853
HNRNPH2,+,chrX,100663283,100669121
HNRNPH3,+,chr10,70090931,70102948
HNRNPH3P1,+,chrX,79784536,79785526
HNRNPK,-,chr9,86582998,86595569
HNRNPKP1,-,chr5,126847156,126848534
HNRNPKP2,-,chr2,136956684,136958073
HNRNPKP3,-,chr11,43142312,43290943
HNRNPKP4,+,chr3,96068398,96069783
HNRNPKP5,-,chr5,14877776,14878028
HNRNPL,-,chr19,39327028,39342987
HNRNPLL,-,chr2,38789120,38830728
HNRNPLP1,-,chr6,7481327,7482827
HNRNPLP2,-,chr15,34781203,34782772
HNRNPM,+,chr19,8509651,8553998
HNRNPMP1,-,chr15,44739775,44741542
HNRNPMP2,+,chr19,47312842,47313440
HNRNPR,-,chr1,23630264,23670829
HNRNPRP1,-,chr10,21913521,21915215
HNRNPRP2,-,chr11,29690433,29691175
HNRNPU,-,chr1,245014468,245027844
HNRNPU-AS1,-,chr1,245003940,245018799
HNRNPUL1,+,chr19,41768401,41813503
HNRNPUL2,-,chr11,62480102,62494821
HNRNPUL2-BSCL2,-,chr11,62457747,62494856
HNRNPUP1,+,chr14,43769466,43769798
HOGA1,+,chr10,99344080,99372559
HOMER1,-,chr5,78668459,78810040
HOMER2,-,chr15,83509838,83654661
HOMER2P1,-,chr14,106916017,106916980
HOMER2P2,-,chr14,106743406,106744252
HOMER3,-,chr19,19040010,19052070
HOMEZ,-,chr14,23741666,23768656
HOOK1,+,chr1,60280458,60342050
HOOK2,-,chr19,12873817,12983554
HOOK3,+,chr8,42752075,42885682
HOPX,-,chr4,57514155,57548065
HORMAD1,-,chr1,150670536,150693364
HORMAD2,+,chr22,30476163,30573064
HOTAIR,-,chr12,54356092,54368740
HOTAIRM1,+,chr7,27135266,27139884
HOTTIP,+,chr7,27238194,27246878
HOXA-AS2,+,chr7,27147396,27173921
HOXA-AS3,+,chr7,27169596,27195542
HOXA1,-,chr7,27132612,27135615
HOXA10,-,chr7,27210210,27219880
HOXA10-AS,+,chr7,27208238,27211534
HOXA11,-,chr7,27221129,27224842
HOXA11-AS,+,chr7,27224137,27228912
HOXA13,-,chr7,27233122,27239725
HOXA2,-,chr7,27139721,27142430
HOXA3,-,chr7,27145803,27192200
HOXA4,-,chr7,27168126,27170418
HOXA5,-,chr7,27180671,27183287
HOXA6,-,chr7,27185015,27190222
HOXA7,-,chr7,27193335,27197555
HOXA9,-,chr7,27202054,27210117
HOXB-AS1,+,chr17,46620913,46628610
HOXB-AS2,+,chr17,46634624,46637695
HOXB-AS3,+,chr17,46626992,46683776
HOXB-AS4,+,chr17,46706037,46712294
HOXB1,-,chr17,46605888,46608359
HOXB13,-,chr17,46802125,46806540
HOXB2,-,chr17,46618256,46623441
HOXB3,-,chr17,46626232,46682274
HOXB4,-,chr17,46652875,46657473
HOXB5,-,chr17,46668619,46671323
HOXB6,-,chr17,46671639,46682354
HOXB7,-,chr17,46684594,46710934
HOXB8,-,chr17,46688739,46692478
HOXB9,-,chr17,46698518,46703839
HOXC-AS1,-,chr12,54392806,54393794
HOXC-AS2,-,chr12,54387594,54390569
HOXC-AS3,-,chr12,54375293,54379303
HOXC10,+,chr12,54378849,54384063
HOXC11,+,chr12,54366910,54371427
HOXC12,+,chr12,54348618,54352740
HOXC13,+,chr12,54332535,54340328
HOXC13-AS,-,chr12,54329112,54333427
HOXC4,+,chr12,54410715,54449813
HOXC5,+,chr12,54426637,54429142
HOXC6,+,chr12,54384408,54424607
HOXC8,+,chr12,54402832,54407570
HOXC9,+,chr12,54388679,54397121
HOXD-AS1,-,chr2,177037923,177053686
HOXD-AS2,-,chr2,176986339,177001826
HOXD1,+,chr2,177053307,177055688
HOXD10,+,chr2,176973518,176984670
HOXD11,+,chr2,176968944,176974722
HOXD12,+,chr2,176964458,176966408
HOXD13,+,chr2,176957619,176960666
HOXD3,+,chr2,177001340,177037830
HOXD4,+,chr2,177015950,177017954
HOXD8,+,chr2,176994422,176997423
HOXD9,+,chr2,176987088,176989853
HP,+,chr16,72088491,72094954
HP1BP3,-,chr1,21069154,21113816
HPCA,+,chr1,33351595,33364042
HPCAL1,+,chr2,10443015,10567743
HPCAL4,-,chr1,40144320,40157361
HPD,-,chr12,122277433,122301502
HPDL,+,chr1,45792545,45794347
HPGD,-,chr4,175411328,175444305
HPGDS,-,chr4,95219686,95264027
HPN,+,chr19,35531410,35557475
HPN-AS1,-,chr19,35549963,35597208
HPR,+,chr16,72088522,72111145
HPRT1,+,chrX,133594183,133654543
HPRTP3,-,chr11,93731809,93732384
HPRTP4,-,chr11,93724512,93724595
HPS1,-,chr10,100175955,100206684
HPS3,+,chr3,148847371,148891519
HPS4,-,chr22,26839389,26879803
HPS5,-,chr11,18300223,18343745
HPS6,+,chr10,103825147,103827792
HPSE,-,chr4,84213614,84256306
HPSE2,-,chr10,100218875,100995619
HPX,-,chr11,6452279,6463847
HPYR1,-,chr8,133572745,133573726
HR,-,chr8,21971928,21990897
HRAS,-,chr11,532242,537287
HRASLS,+,chr3,192958914,192995527
HRASLS2,-,chr11,63320242,63330855
HRASLS5,-,chr11,63228876,63258666
HRC,-,chr19,49654455,49658681
HRCT1,+,chr9,35906189,35907138
HRG,+,chr3,186378005,186396029
HRH1,+,chr3,11178779,11305243
HRH2,+,chr5,175085033,175113245
HRH3,-,chr20,60790026,60795323
HRH4,+,chr18,22040593,22059921
HRK,-,chr12,117293949,117319246
HRNR,-,chr1,152184558,152196669
HRSP12,-,chr8,99114572,99129469
HS1BP3,-,chr2,20760208,20850849
HS1BP3-IT1,-,chr2,20790535,20792308
HS2ST1,+,chr1,87380331,87602334
HS3ST1,-,chr4,11394774,11431389
HS3ST2,+,chr16,22825498,22927659
HS3ST3A1,-,chr17,13399006,13505244
HS3ST3B1,+,chr17,14204400,14252721
HS3ST4,+,chr16,25703347,26149009
HS3ST5,-,chr6,114376750,114664209
HS3ST6,-,chr16,1961464,1968441
HS6ST1,-,chr2,128994290,129076151
HS6ST1P1,+,chr1,21754796,21756030
HS6ST2,-,chrX,131760044,132095423
HS6ST2-AS1,+,chrX,131801670,131803916
HS6ST3,+,chr13,96743093,97485671
HSBP1,+,chr16,83841448,83853342
HSBP1L1,+,chr18,77724561,77730822
HSBP1P1,+,chr14,58930689,58930854
HSBP1P2,-,chr4,111173027,111173255
HSCB,+,chr22,29138019,29153503
HSD11B1,+,chr1,209859510,209908295
HSD11B1L,+,chr19,5680615,5688533
HSD11B2,+,chr16,67464555,67471456
HSD17B1,+,chr17,40701232,40707231
HSD17B10,-,chrX,53458206,53461320
HSD17B11,-,chr4,88257762,88312538
HSD17B12,+,chr11,43577986,43878167
HSD17B13,-,chr4,88224941,88244058
HSD17B14,-,chr19,49316274,49339935
HSD17B1P1,+,chr17,40698782,40700724
HSD17B2,+,chr16,82068609,82132139
HSD17B3,-,chr9,98997588,99064434
HSD17B4,+,chr5,118788138,118972894
HSD17B6,+,chr12,57145945,57181574
HSD17B7,+,chr1,162760492,162782607
HSD17B7P1,+,chr1,247990788,247991804
HSD17B7P2,+,chr10,38645305,38667433
HSD17B8,+,chr6,33172419,33174608
HSD3B1,+,chr1,120049821,120057681
HSD3B2,+,chr1,119957554,119965658
HSD3B7,+,chr16,30996519,31000473
HSD3BP1,+,chr1,120009844,120016426
HSD3BP2,+,chr1,119981624,119988709
HSD3BP3,+,chr1,120081132,120088536
HSD3BP4,+,chr1,120106689,120114734
HSD3BP5,+,chr1,120143963,120151873
HSDL1,-,chr16,84155886,84178797
HSDL2,+,chr9,115142217,115234690
HSF1,+,chr8,145515280,145538385
HSF2,+,chr6,122720691,122754264
HSF2BP,-,chr21,44949072,45079374
HSF4,+,chr16,67197288,67203848
HSF5,-,chr17,56497528,56565745
HSFX1,+,chrX,148855726,148858525
HSFX2,-,chrX,148674172,148676974
HSFY1,+,chrY,20708557,20750849
HSFY1P1,+,chr22,17308364,17310225
HSFY2,-,chrY,20893326,20990548
HSFY3P,-,chrY,2749724,2751693
HSFY4P,-,chrY,22970662,22973695
HSFY5P,-,chrY,24194701,24195494
HSFY6P,-,chrY,25803986,25805205
HSFY7P,+,chrY,24683194,24683996
HSFY8P,+,chrY,28157582,28158384
HSH2D,+,chr19,16244838,16269386
HSP90AA1,-,chr14,102547075,102606036
HSP90AA4P,+,chr4,190394119,190396346
HSP90AA5P,+,chr3,183833140,183835686
HSP90AA6P,-,chr4,171502621,171526601
HSP90AB1,+,chr6,44214824,44221620
HSP90AB2P,+,chr4,13335038,13340281
HSP90AB3P,+,chr4,88812995,88815167
HSP90AB6P,-,chr13,97536096,97542067
HSP90AB7P,-,chr10,9763926,9766379
HSP90B1,+,chr12,104323885,104347423
HSP90B2P,+,chr15,99797837,99800220
HSP90B3P,+,chr1,92100568,92109639
HSPA12A,-,chr10,118430703,118502085
HSPA12B,+,chr20,3713314,3733758
HSPA13,-,chr21,15743436,15755805
HSPA14,+,chr10,14880163,14913740
HSPA1A,+,chr6,31783291,31785723
HSPA1B,+,chr6,31795512,31798031
HSPA1L,-,chr6,31777396,31783437
HSPA2,+,chr14,65002623,65009955
HSPA4,+,chr5,132387654,132442141
HSPA4L,+,chr4,128702976,128761888
HSPA5,-,chr9,127997132,128003609
HSPA6,+,chr1,161494036,161496681
HSPA7,+,chr1,161576081,161578007
HSPA8,-,chr11,122928197,122933938
HSPA8P1,-,chrX,120337036,120338868
HSPA8P11,+,chr8,30094898,30098513
HSPA8P13,+,chr8,47460711,47462424
HSPA8P14,+,chr12,111819671,111823442
HSPA8P15,-,chr6,151732394,151735080
HSPA8P16,+,chr7,84657144,84659008
HSPA8P17,+,chr9,30988083,30990570
HSPA8P18,-,chr3,19981761,19984802
HSPA8P19,+,chr3,132364675,132369227
HSPA8P20,-,chrX,123338349,123339656
HSPA8P3,+,chr10,27003551,27004761
HSPA8P4,+,chr5,129475724,129477643
HSPA8P5,+,chr12,4206617,4208685
HSPA8P6,-,chr2,209937321,209938872
HSPA8P7,-,chrX,114009387,114011334
HSPA8P8,+,chr7,10490938,10492153
HSPA8P9,+,chr3,137599137,137601079
HSPA9,-,chr5,137890571,137911133
HSPA9P1,+,chr2,222826456,222828484
HSPB1,+,chr7,75931861,75933612
HSPB11,-,chr1,54382247,54411602
HSPB1P1,-,chr9,74622797,74623052
HSPB1P2,-,chrX,49090415,49090960
HSPB2-C11orf52,+,chr11,111783460,111797595
HSPB3,+,chr5,53751445,53752207
HSPB6,-,chr19,36245469,36248980
HSPB7,-,chr1,16340523,16346089
HSPB8,+,chr12,119616447,119658936
HSPB9,+,chr17,40274756,40275371
HSPBAP1,-,chr3,122458846,122512671
HSPBP1,-,chr19,55773599,55791749
HSPD1,-,chr2,198351305,198381461
HSPD1P1,+,chr5,21882694,21884421
HSPD1P10,+,chr6,88008490,88010165
HSPD1P11,+,chr5,95104703,95106404
HSPD1P14,+,chr1,34304124,34305741
HSPD1P15,+,chr5,19233475,19234596
HSPD1P16,+,chr6,153026870,153027263
HSPD1P18,-,chr5,135716956,135717199
HSPD1P2,-,chr8,7748525,7750077
HSPD1P21,-,chr20,44168622,44168866
HSPD1P3,+,chr8,7276513,7278068
HSPD1P5,+,chr4,145766777,145768496
HSPD1P6,-,chr3,36808608,36825658
HSPD1P7,-,chr21,30259602,30261594
HSPD1P8,+,chr13,79423366,79425343
HSPD1P9,-,chr13,38567222,38568857
HSPE1,+,chr2,198364718,198368181
HSPE1-MOB4,+,chr2,198365137,198415450
HSPE1P1,-,chr20,38561564,38561881
HSPE1P10,-,chr5,126073130,126073687
HSPE1P11,+,chr6,34991299,34991608
HSPE1P12,+,chr12,10922904,10923204
HSPE1P13,-,chr2,39325290,39325586
HSPE1P14,+,chr8,103463991,103464711
HSPE1P16,-,chr16,26074071,26074418
HSPE1P18,-,chr11,118079647,118079926
HSPE1P19,-,chr3,90310564,90310858
HSPE1P2,+,chr14,64068227,64068532
HSPE1P20,+,chr12,127396580,127396868
HSPE1P21,-,chr6,133831524,133831831
HSPE1P22,+,chr9,94789780,94790106
HSPE1P23,+,chr4,75843032,75843348
HSPE1P24,+,chr1,10955818,10956055
HSPE1P25,+,chr1,78319040,78319578
HSPE1P26,+,chr6,158345434,158345708
HSPE1P27,+,chr1,21487968,21488574
HSPE1P28,-,chr9,115043258,115043615
HSPE1P3,+,chr15,91177957,91178265
HSPE1P4,-,chr12,102267094,102267401
HSPE1P5,+,chr16,68720302,68720573
HSPE1P6,-,chr1,203872851,203873147
HSPE1P7,-,chr16,74646494,74647119
HSPE1P8,-,chr1,39769966,39770570
HSPE1P9,-,chr2,235363801,235364427
HSPG2,-,chr1,22148738,22263790
HSPH1,-,chr13,31710762,31736525
HTATIP2,+,chr11,20385231,20405329
HTATSF1,+,chrX,135579238,135594505
HTATSF1P2,-,chr6,3023376,3024006
HTN1,+,chr4,70916119,70924562
HTN3,+,chr4,70894130,70902255
HTR1A,-,chr5,63256183,63258334
HTR1B,-,chr6,78171948,78173490
HTR1D,-,chr1,23516993,23521222
HTR1E,+,chr6,87647024,87726349
HTR1F,+,chr3,88039846,88042919
HTR2A,-,chr13,47405685,47471169
HTR2A-AS1,+,chr13,47426278,47430434
HTR2B,-,chr2,231972944,231989832
HTR2C,+,chrX,113818551,114144624
HTR3A,+,chr11,113845603,113861035
HTR3B,+,chr11,113775399,113817287
HTR3C,+,chr3,183770835,183778459
HTR3D,+,chr3,183749332,183757157
HTR3E,+,chr3,183814852,183824783
HTR3E-AS1,-,chr3,183812906,183822966
HTR4,-,chr5,147830595,148056798
HTR4-IT1,-,chr5,148024250,148025953
HTR5A,+,chr7,154862034,154877459
HTR5A-AS1,-,chr7,154858777,154863267
HTR5BP,+,chr2,118617003,118692518
HTR6,+,chr1,19991780,20006055
HTR7,-,chr10,92500578,92617671
HTR7P1,+,chr12,13152812,13155768
HTRA1,+,chr10,124221041,124274424
HTRA2,+,chr2,74756504,74760472
HTRA3,+,chr4,8271492,8308838
HTRA4,+,chr8,38831683,38846181
HTT,+,chr4,3076408,3245676
HTT-AS,-,chr4,3065198,3076241
HULC,+,chr6,8652370,8654079
HUNK,+,chr21,33245628,33416946
HUNK-AS1,-,chr21,33393279,33394095
HUS1,-,chr7,47735328,48019178
HUS1B,-,chr6,655939,656963
HUWE1,-,chrX,53559057,53713673
HVCN1,-,chr12,111065646,111142755
HYAL1,-,chr3,50337320,50349812
HYAL2,-,chr3,50355221,50360337
HYAL3,-,chr3,50330262,50336899
HYAL4,+,chr7,123469037,123517532
HYALP1,+,chr7,123454193,123469306
HYDIN,-,chr16,70841281,71264625
HYDIN2,+,chr1,146310555,146349531
HYI,-,chr1,43916824,43919660
HYI-AS1,+,chr1,43919598,43922666
HYKK,+,chr15,78799906,78829714
HYLS1,+,chr11,125753509,125770543
HYOU1,-,chr11,118914900,118927913
HYPK,+,chr15,44088340,44095241
IAH1,+,chr2,9613787,9636672
IAPP,+,chr12,21507893,21532912
IARS,-,chr9,94972489,95056038
IARS2,+,chr1,220267444,220321380
IBA57,+,chr1,228353516,228369958
IBA57-AS1,-,chr1,228351787,228353213
IBSP,+,chr4,88720733,88733074
IBTK,-,chr6,82879700,82957471
ICA1,-,chr7,8152814,8302317
ICA1L,-,chr2,203640690,203736708
ICAM1,+,chr19,10381511,10397291
ICAM2,-,chr17,62079954,62097994
ICAM3,-,chr19,10444452,10450499
ICAM4,+,chr19,10397643,10399198
ICAM5,+,chr19,10400657,10407454
ICK,-,chr6,52866077,52926600
ICMT,-,chr1,6281253,6296032
ICOS,+,chr2,204801471,204826300
ICOSLG,-,chr21,45642874,45660849
ICT1,+,chr17,73008765,73017356
ID1,+,chr20,30193086,30194318
ID2,+,chr2,8818975,8824583
ID3,-,chr1,23884409,23886285
ID4,+,chr6,19837617,19840915
IDE,-,chr10,94211441,94333833
IDH1,-,chr2,209100951,209130798
IDH1-AS1,+,chr2,209119971,209120905
IDH2,-,chr15,90626277,90645736
IDH3A,+,chr15,78423840,78464291
IDH3B,-,chr20,2639041,2644865
IDH3G,-,chrX,153051221,153059978
IDI1,-,chr10,1085848,1095110
IDI2,-,chr10,1064847,1071799
IDI2-AS1,+,chr10,1068606,1090138
IDNK,+,chr9,86237964,86259045
IDO1,+,chr8,39759794,39785963
IDO2,+,chr8,39792133,39873910
IDS,-,chrX,148558521,148615470
IDSP1,+,chrX,148606540,148607582
IDUA,+,chr4,980785,998316
IER2,+,chr19,13261229,13265722
IER3,-,chr6,30710976,30712331
IER3IP1,-,chr18,44681413,44702745
IER5,+,chr1,181057638,181059977
IER5L,-,chr9,131937835,131940540
IFFO1,-,chr12,6647541,6665239
IFFO2,-,chr1,19230775,19283180
IFI16,+,chr1,158969758,159024945
IFI27,+,chr14,94571182,94583033
IFI27L1,+,chr14,94547628,94570192
IFI27L2,-,chr14,94594116,94596590
IFI30,+,chr19,18283972,18288927
IFI35,+,chr17,41158742,41166473
IFI44,+,chr1,79115481,79129763
IFI44L,+,chr1,79085607,79111830
IFI6,-,chr1,27992572,27998729
IFIH1,-,chr2,163123589,163175213
IFIT1,+,chr10,91152303,91163745
IFIT1B,+,chr10,91137813,91144962
IFIT1P1,+,chr13,32958797,32960245
IFIT2,+,chr10,91061712,91069033
IFIT3,+,chr10,91087651,91100728
IFIT5,+,chr10,91174343,91180758
IFIT6P,+,chr10,91122051,91123244
IFITM1,+,chr11,313506,315272
IFITM10,-,chr11,1753640,1771821
IFITM2,+,chr11,307631,315272
IFITM3,-,chr11,319669,327537
IFITM4P,-,chr6,29718506,29718925
IFITM5,-,chr11,298200,299526
IFITM8P,+,chr8,64321622,64322015
IFITM9P,-,chr11,69070879,69071274
IFLTD1,-,chr12,25562241,25801513
IFNA1,+,chr9,21440440,21441315
IFNA10,-,chr9,21206180,21207142
IFNA11P,-,chr9,21398613,21399138
IFNA12P,+,chr9,21403080,21403650
IFNA13,-,chr9,21367371,21368075
IFNA14,-,chr9,21239201,21239978
IFNA16,-,chr9,21216372,21217310
IFNA17,-,chr9,21227242,21228221
IFNA2,-,chr9,21384254,21385396
IFNA20P,+,chr9,21321299,21321826
IFNA21,-,chr9,21165636,21166659
IFNA22P,-,chr9,21278049,21278618
IFNA4,-,chr9,21186617,21187598
IFNA5,-,chr9,21304613,21305312
IFNA6,-,chr9,21349834,21351377
IFNA7,-,chr9,21201468,21202204
IFNA8,+,chr9,21409146,21410184
IFNAR1,+,chr21,34696734,34732168
IFNAR2,+,chr21,34602206,34637980
IFNB1,-,chr9,21077104,21077943
IFNE,-,chr9,21480841,21482312
IFNG,-,chr12,68548548,68553527
IFNG-AS1,+,chr12,68383225,68628466
IFNGR1,-,chr6,137518621,137540586
IFNGR2,+,chr21,34775202,34851655
IFNK,+,chr9,27524312,27526496
IFNL1,+,chr19,39786965,39789313
IFNL2,+,chr19,39759154,39760732
IFNL3,-,chr19,39734246,39735646
IFNL3P1,-,chr19,39727073,39727933
IFNL4,-,chr19,39737773,39739219
IFNL4P1,+,chr19,39755022,39756457
IFNLR1,-,chr1,24480647,24514449
IFNNP1,-,chr9,21058770,21059322
IFNW1,-,chr9,21140631,21142144
IFNWP15,-,chr9,21178588,21179187
IFNWP18,-,chr9,21209188,21209778
IFNWP19,+,chr9,21455483,21456048
IFNWP2,+,chr9,21420233,21420812
IFNWP4,+,chr9,21106542,21106835
IFNWP5,-,chr9,21231265,21231852
IFNWP9,-,chr9,21190653,21191243
IFRD1,+,chr7,112063023,112121072
IFRD2,-,chr3,50325163,50330349
IFT122,+,chr3,129158968,129239198
IFT140,-,chr16,1560428,1662111
IFT172,-,chr2,27667238,27712656
IFT20,-,chr17,26655352,26662515
IFT27,-,chr22,37154246,37172300
IFT43,+,chr14,76368479,76550928
IFT46,-,chr11,118415243,118443685
IFT52,+,chr20,42219571,42275936
IFT57,-,chr3,107879659,107941417
IFT74,+,chr9,26947037,27062928
IFT80,-,chr3,159974774,160117668
IFT81,+,chr12,110562140,110656602
IFT88,+,chr13,21140585,21265503
IGBP1,+,chrX,69353299,69386174
IGBP1-AS1,-,chrX,69383692,69385056
IGBP1-AS2,-,chrX,69368432,69369504
IGBP1P1,+,chr14,35408530,35409693
IGBP1P3,-,chr3,32662395,32663394
IGBP1P4,-,chr4,83322731,83323609
IGBP1P5,+,chr4,27586767,27587766
IGDCC3,-,chr15,65619465,65670378
IGDCC4,-,chr15,65673802,65715410
IGF1,-,chr12,102789645,102874423
IGF1R,+,chr15,99192200,99507759
IGF2,-,chr11,2150342,2170833
IGF2-AS,+,chr11,2161731,2169894
IGF2BP1,+,chr17,47074774,47133012
IGF2BP2,-,chr3,185361527,185542844
IGF2BP3,-,chr7,23349828,23510086
IGF2R,+,chr6,160390131,160534539
IGFALS,-,chr16,1840414,1844972
IGFBP1,+,chr7,45927956,45933267
IGFBP2,+,chr2,217497551,217529159
IGFBP3,-,chr7,45951949,45961473
IGFBP4,+,chr17,38599702,38613983
IGFBP5,-,chr2,217536828,217560248
IGFBP6,+,chr12,53491220,53496129
IGFBP7,-,chr4,57896939,57976551
IGFBP7-AS1,+,chr4,57975928,58071676
IGFBPL1,-,chr9,38408991,38424444
IGFL1,+,chr19,46733009,46734500
IGFL1P1,+,chr19,46699495,46700580
IGFL1P2,-,chr19,46763677,46764115
IGFL2,+,chr19,46646363,46664556
IGFL3,-,chr19,46623328,46627931
IGFL4,-,chr19,46543006,46580376
IGFLR1,-,chr19,36230058,36233354
IGFN1,+,chr1,201159953,201198080
IGHA1,-,chr14,106173457,106175002
IGHA2,-,chr14,106053226,106054732
IGHD,-,chr14,106303099,106312010
IGHD1-1,-,chr14,106385361,106385377
IGHD1-14,-,chr14,106366496,106366512
IGHD1-20,-,chr14,106357049,106357065
IGHD1-26,-,chr14,106346892,106346911
IGHD1-7,-,chr14,106375766,106375782
IGHD1OR15-1A,-,chr15,20216406,20216422
IGHD1OR15-1B,-,chr15,21223129,21223145
IGHD2-15,-,chr14,106363815,106363845
IGHD2-2,-,chr14,106382685,106382715
IGHD2-21,-,chr14,106354409,106354436
IGHD2-8,-,chr14,106373069,106373099
IGHD2OR15-2A,-,chr15,20213655,20213685
IGHD2OR15-2B,-,chr15,21220377,21220407
IGHD3-10,-,chr14,106370355,106370385
IGHD3-16,-,chr14,106361492,106361528
IGHD3-22,-,chr14,106351889,106351919
IGHD3-3,-,chr14,106380218,106380248
IGHD3-9,-,chr14,106370539,106370569
IGHD3OR15-3A,-,chr15,20211158,20211188
IGHD3OR15-3B,-,chr15,21217888,21217918
IGHD4-11,-,chr14,106369474,106369489
IGHD4-17,-,chr14,106360366,106360381
IGHD4-23,-,chr14,106350728,106350746
IGHD4-4,-,chr14,106379081,106379096
IGHD4OR15-4A,-,chr15,20210050,20210068
IGHD4OR15-4B,-,chr15,21216780,21216798
IGHD5-12,-,chr14,106368507,106368529
IGHD5-18,-,chr14,106359400,106359419
IGHD5-24,-,chr14,106349761,106349780
IGHD5-5,-,chr14,106378116,106378135
IGHD5OR15-5A,-,chr15,20209093,20209115
IGHD5OR15-5B,-,chr15,21215823,21215845
IGHD6-13,-,chr14,106367000,106367020
IGHD6-19,-,chr14,106357557,106357577
IGHD6-25,-,chr14,106347397,106347414
IGHD6-6,-,chr14,106376269,106376286
IGHD7-27,-,chr14,106331761,106331771
IGHE,-,chr14,106064224,106068065
IGHEP1,-,chr14,106185955,106188864
IGHEP2,+,chr9,5113549,5114804
IGHG1,-,chr14,106202680,106209408
IGHG2,-,chr14,106109389,106111127
IGHG3,-,chr14,106235439,106237742
IGHG4,-,chr14,106090687,106092403
IGHGP,-,chr14,106130970,106136180
IGHJ1,-,chr14,106331617,106331668
IGHJ1P,-,chr14,106331834,106331888
IGHJ2,-,chr14,106331409,106331460
IGHJ2P,-,chr14,106331003,106331062
IGHJ3,-,chr14,106330797,106330845
IGHJ3P,-,chr14,106329626,106329675
IGHJ4,-,chr14,106330425,106330470
IGHJ5,-,chr14,106330024,106330072
IGHJ6,-,chr14,106329408,106329468
IGHM,-,chr14,106320349,106322323
IGHMBP2,+,chr11,68671310,68708070
IGHV1-12,-,chr14,106579014,106579303
IGHV1-14,-,chr14,106602580,106602820
IGHV1-17,-,chr14,106631031,106631449
IGHV1-18,-,chr14,106641563,106642056
IGHV1-2,-,chr14,106452671,106453170
IGHV1-24,-,chr14,106733144,106733639
IGHV1-3,-,chr14,106471246,106471723
IGHV1-45,-,chr14,106962931,106963424
IGHV1-46,-,chr14,106967049,106967788
IGHV1-58,-,chr14,107078373,107078869
IGHV1-67,-,chr14,107136620,107137059
IGHV1-68,-,chr14,107159869,107160163
IGHV1-69,-,chr14,107169931,107170428
IGHV1-8,-,chr14,106539079,106539577
IGHV1OR15-1,-,chr15,22448382,22448819
IGHV1OR15-2,-,chr15,20178035,20178471
IGHV1OR15-3,-,chr15,22466058,22466493
IGHV1OR15-4,-,chr15,22482836,22483268
IGHV1OR15-6,-,chr15,20844768,20845194
IGHV1OR15-9,-,chr15,20169919,20170354
IGHV1OR16-1,+,chr16,32046174,32046647
IGHV1OR16-2,+,chr16,32989782,32990212
IGHV1OR16-3,+,chr16,32070405,32070693
IGHV1OR16-4,+,chr16,33013654,33013942
IGHV1OR21-1,+,chr21,10862622,10863067
IGHV2-10,-,chr14,106559546,106559975
IGHV2-26,-,chr14,106757650,106758116
IGHV2-5,-,chr14,106494135,106494597
IGHV2-70,-,chr14,107178820,107179338
IGHV2OR16-5,+,chr16,32859034,32859477
IGHV3-11,-,chr14,106573233,106573800
IGHV3-13,-,chr14,106586137,106586667
IGHV3-15,-,chr14,106610313,106610852
IGHV3-16,-,chr14,106621894,106622419
IGHV3-19,-,chr14,106653371,106653661
IGHV3-20,-,chr14,106667581,106668095
IGHV3-21,-,chr14,106691673,106692203
IGHV3-22,-,chr14,106714360,106714821
IGHV3-23,-,chr14,106725201,106725733
IGHV3-25,-,chr14,106745623,106746073
IGHV3-29,-,chr14,106787368,106787804
IGHV3-30,-,chr14,106791005,106791536
IGHV3-30-2,-,chr14,106800319,106800757
IGHV3-32,-,chr14,106812091,106812517
IGHV3-33,-,chr14,106815722,106816253
IGHV3-33-2,-,chr14,106825038,106825477
IGHV3-35,-,chr14,106845323,106845789
IGHV3-36,-,chr14,106848685,106849142
IGHV3-37,-,chr14,106852588,106853026
IGHV3-38,-,chr14,106866406,106866934
